Year.AD,m
-20110,513.8
-20100,514.3
-20090,514.7
-20080,515.1
-20070,515.5
-20060,515.9
-20050,516.2
-20040,516.5
-20030,516.6
-20020,516.6
-20010,516.5
-20000,516.3
-19990,516
-19980,515.5
-19970,515.1
-19960,514.6
-19950,514
-19940,513.4
-19930,512.8
-19920,512.2
-19910,511.6
-19900,511.1
-19890,510.6
-19880,510.2
-19870,509.8
-19860,509.5
-19850,509.2
-19840,508.9
-19830,508.6
-19820,508.3
-19810,507.9
-19800,507.5
-19790,507
-19780,506.5
-19770,505.9
-19760,505.1
-19750,504.2
-19740,503.2
-19730,502
-19720,500.7
-19710,499.3
-19700,497.7
-19690,495.9
-19680,494.1
-19670,492.1
-19660,490
-19650,487.8
-19640,485.5
-19630,483.1
-19620,480.8
-19610,478.6
-19600,476.3
-19590,474.2
-19580,472.3
-19570,470.5
-19560,468.9
-19550,467.6
-19540,466.6
-19530,465.9
-19520,465.5
-19510,465.5
-19500,465.9
-19490,466.8
-19480,468.1
-19470,469.7
-19460,471.4
-19450,473.1
-19440,474.8
-19430,476.2
-19420,477.3
-19410,478
-19400,478.2
-19390,478.1
-19380,477.6
-19370,476.7
-19360,475.5
-19350,474
-19340,472.4
-19330,470.7
-19320,469.1
-19310,467.6
-19300,466.1
-19290,464.7
-19280,463.3
-19270,462
-19260,460.8
-19250,459.5
-19240,458.4
-19230,457.2
-19220,456
-19210,454.9
-19200,453.7
-19190,452.6
-19180,451.4
-19170,450.3
-19160,449.2
-19150,448.1
-19140,447.1
-19130,446.2
-19120,445.3
-19110,444.6
-19100,443.9
-19090,443.4
-19080,443
-19070,442.7
-19060,442.6
-19050,442.5
-19040,442.7
-19030,442.9
-19020,443.3
-19010,443.8
-19000,444.3
-18990,445.1
-18980,445.9
-18970,446.7
-18960,447.7
-18950,448.8
-18940,449.9
-18930,451.1
-18920,452.2
-18910,453.3
-18900,454.4
-18890,455.3
-18880,456
-18870,456.5
-18860,456.8
-18850,457
-18840,456.9
-18830,456.7
-18820,456.4
-18810,455.9
-18800,455.3
-18790,454.5
-18780,453.6
-18770,452.5
-18760,451.3
-18750,449.9
-18740,448.4
-18730,446.7
-18720,445.1
-18710,443.4
-18700,441.8
-18690,440.3
-18680,439.1
-18670,438
-18660,437.2
-18650,436.6
-18640,436.4
-18630,436.4
-18620,436.7
-18610,437.2
-18600,437.8
-18590,438.7
-18580,439.6
-18570,440.6
-18560,441.6
-18550,442.7
-18540,443.7
-18530,444.7
-18520,445.5
-18510,446.2
-18500,446.7
-18490,447.1
-18480,447.3
-18470,447.4
-18460,447.3
-18450,447.1
-18440,446.7
-18430,446.3
-18420,445.8
-18410,445.3
-18400,444.8
-18390,444.4
-18380,444.1
-18370,443.8
-18360,443.5
-18350,443.3
-18340,443
-18330,442.8
-18320,442.6
-18310,442.4
-18300,442.1
-18290,441.8
-18280,441.5
-18270,441.2
-18260,440.7
-18250,440.2
-18240,439.7
-18230,439.2
-18220,438.6
-18210,438.1
-18200,437.7
-18190,437.3
-18180,437
-18170,436.7
-18160,436.4
-18150,436.1
-18140,435.8
-18130,435.5
-18120,435
-18110,434.5
-18100,433.8
-18090,433
-18080,432.2
-18070,431.2
-18060,430.2
-18050,429.1
-18040,428.1
-18030,427.1
-18020,426.2
-18010,425.5
-18000,424.9
-17990,424.5
-17980,424.3
-17970,424.5
-17960,424.9
-17950,425.6
-17940,426.5
-17930,427.5
-17920,428.5
-17910,429.4
-17900,430.3
-17890,431
-17880,431.5
-17870,431.8
-17860,431.8
-17850,431.5
-17840,430.8
-17830,429.7
-17820,428.4
-17810,426.7
-17800,424.8
-17790,422.6
-17780,420.1
-17770,417.4
-17760,414.6
-17750,411.7
-17740,408.9
-17730,406.5
-17720,404.5
-17710,403.1
-17700,402.3
-17690,402
-17680,402.2
-17670,402.9
-17660,404
-17650,405.4
-17640,407.1
-17630,408.9
-17620,410.7
-17610,412.5
-17600,414.1
-17590,415.5
-17580,416.7
-17570,417.7
-17560,418.5
-17550,419.1
-17540,419.7
-17530,420.1
-17520,420.4
-17510,420.6
-17500,420.8
-17490,420.9
-17480,420.9
-17470,420.9
-17460,420.7
-17450,420.4
-17440,420
-17430,419.5
-17420,418.8
-17410,418
-17400,417.2
-17390,416.2
-17380,415.1
-17370,414
-17360,412.7
-17350,411.5
-17340,410.2
-17330,408.9
-17320,407.6
-17310,406.4
-17300,405.3
-17290,404.2
-17280,403.3
-17270,402.5
-17260,402
-17250,401.6
-17240,401.5
-17230,401.6
-17220,401.8
-17210,402.1
-17200,402.5
-17190,403
-17180,403.4
-17170,403.8
-17160,404.1
-17150,404.2
-17140,404.2
-17130,404
-17120,403.7
-17110,403.3
-17100,402.7
-17090,402.2
-17080,401.6
-17070,401
-17060,400.4
-17050,399.9
-17040,399.4
-17030,399.1
-17020,398.9
-17010,398.8
-17000,398.9
-16990,399.1
-16980,399.5
-16970,400
-16960,400.7
-16950,401.6
-16940,402.5
-16930,403.6
-16920,404.7
-16910,406
-16900,407.3
-16890,408.8
-16880,410.3
-16870,411.7
-16860,413.1
-16850,414.4
-16840,415.6
-16830,416.5
-16820,417.3
-16810,417.9
-16800,418.2
-16790,418.4
-16780,418.5
-16770,418.7
-16760,419.1
-16750,419.6
-16740,420.5
-16730,421.8
-16720,423.7
-16710,425.9
-16700,428.4
-16690,431
-16680,433.5
-16670,435.9
-16660,437.9
-16650,439.5
-16640,440.8
-16630,441.5
-16620,441.6
-16610,441
-16600,439.8
-16590,437.8
-16580,435
-16570,431.5
-16560,427.4
-16550,423
-16540,418.4
-16530,413.9
-16520,409.6
-16510,405.5
-16500,401.6
-16490,398.2
-16480,395.1
-16470,392.5
-16460,390.3
-16450,388.4
-16440,386.8
-16430,385.5
-16420,384.5
-16410,383.9
-16400,383.7
-16390,383.9
-16380,384.7
-16370,386
-16360,387.9
-16350,390.4
-16340,393.4
-16330,396.8
-16320,400.6
-16310,404.6
-16300,408.6
-16290,412.7
-16280,416.6
-16270,420.2
-16260,423.4
-16250,426.1
-16240,428.3
-16230,430
-16220,431.3
-16210,432
-16200,432.3
-16190,432.2
-16180,431.7
-16170,431
-16160,430
-16150,428.8
-16140,427.7
-16130,426.5
-16120,425.4
-16110,424.3
-16100,423.3
-16090,422.2
-16080,421.2
-16070,420.3
-16060,419.3
-16050,418.4
-16040,417.5
-16030,416.6
-16020,415.8
-16010,415.1
-16000,414.4
-15990,413.9
-15980,413.4
-15970,413.1
-15960,412.9
-15950,412.7
-15940,412.7
-15930,412.7
-15920,412.7
-15910,412.9
-15900,413
-15890,413.2
-15880,413.4
-15870,413.5
-15860,413.6
-15850,413.7
-15840,413.6
-15830,413.4
-15820,413.1
-15810,412.6
-15800,411.9
-15790,411
-15780,409.9
-15770,408.8
-15760,407.5
-15750,406.1
-15740,404.6
-15730,402.9
-15720,401.2
-15710,399.5
-15700,397.7
-15690,395.8
-15680,394
-15670,392.1
-15660,390.4
-15650,388.6
-15640,386.9
-15630,385.3
-15620,383.7
-15610,382.3
-15600,380.9
-15590,379.6
-15580,378.5
-15570,377.5
-15560,376.6
-15550,375.9
-15540,375.3
-15530,374.8
-15520,374.6
-15510,374.5
-15500,374.6
-15490,374.9
-15480,375.4
-15470,376.1
-15460,376.9
-15450,378
-15440,379.2
-15430,380.5
-15420,381.9
-15410,383.3
-15400,384.6
-15390,385.8
-15380,386.8
-15370,387.6
-15360,388.2
-15350,388.5
-15340,388.4
-15330,387.9
-15320,387.1
-15310,385.9
-15300,384.5
-15290,382.9
-15280,381.1
-15270,379.2
-15260,377.2
-15250,375.1
-15240,373.1
-15230,371.2
-15220,369.3
-15210,367.7
-15200,366.3
-15190,365.3
-15180,364.6
-15170,364.3
-15160,364.5
-15150,365.2
-15140,366.4
-15130,367.9
-15120,369.5
-15110,371.2
-15100,372.8
-15090,374.1
-15080,375.3
-15070,376.1
-15060,376.8
-15050,377.3
-15040,377.5
-15030,377.7
-15020,377.6
-15010,377.4
-15000,377.1
-14990,376.7
-14980,376.2
-14970,375.7
-14960,375
-14950,374.4
-14940,373.6
-14930,372.8
-14920,371.9
-14910,371
-14900,370
-14890,369
-14880,367.9
-14870,366.8
-14860,365.7
-14850,364.6
-14840,363.5
-14830,362.3
-14820,361.2
-14810,360.2
-14800,359.1
-14790,358.1
-14780,357.1
-14770,356.1
-14760,355.3
-14750,354.4
-14740,353.7
-14730,352.9
-14720,352.3
-14710,351.6
-14700,351.1
-14690,350.6
-14680,350.1
-14670,349.7
-14660,349.3
-14650,349
-14640,348.7
-14630,348.4
-14620,348.1
-14610,347.8
-14600,347.5
-14590,347.2
-14580,346.8
-14570,346.3
-14560,345.7
-14550,345.1
-14540,344.4
-14530,343.6
-14520,342.8
-14510,341.9
-14500,341
-14490,340.2
-14480,339.4
-14470,338.6
-14460,337.8
-14450,337.2
-14440,336.6
-14430,336.2
-14420,335.9
-14410,335.7
-14400,335.6
-14390,335.5
-14380,335.4
-14370,335.4
-14360,335.4
-14350,335.3
-14340,335.2
-14330,335
-14320,334.8
-14310,334.5
-14300,334.2
-14290,333.9
-14280,333.5
-14270,333.1
-14260,332.7
-14250,332.3
-14240,331.8
-14230,331.3
-14220,330.8
-14210,330.3
-14200,329.6
-14190,329
-14180,328.3
-14170,327.6
-14160,326.8
-14150,325.9
-14140,325.1
-14130,324.4
-14120,323.7
-14110,323.1
-14100,322.6
-14090,322.2
-14080,321.9
-14070,321.7
-14060,321.5
-14050,321.4
-14040,321.2
-14030,321.1
-14020,320.8
-14010,320.5
-14000,320
-13990,319.5
-13980,318.8
-13970,317.9
-13960,317.1
-13950,316.2
-13940,315.4
-13930,314.6
-13920,313.9
-13910,313.3
-13900,312.7
-13890,312.3
-13880,311.8
-13870,311.4
-13860,311.1
-13850,310.9
-13840,310.7
-13830,310.5
-13820,310.3
-13810,310.2
-13800,310
-13790,309.7
-13780,309.4
-13770,309.1
-13760,308.7
-13750,308.4
-13740,308
-13730,307.7
-13720,307.4
-13710,307.1
-13700,306.9
-13690,306.7
-13680,306.6
-13670,306.5
-13660,306.4
-13650,306.3
-13640,306.2
-13630,306.1
-13620,305.9
-13610,305.7
-13600,305.4
-13590,305
-13580,304.6
-13570,304.1
-13560,303.5
-13550,302.9
-13540,302.1
-13530,301.3
-13520,300.4
-13510,299.4
-13500,298.4
-13490,297.3
-13480,296.1
-13470,295
-13460,293.8
-13450,292.6
-13440,291.5
-13430,290.5
-13420,289.6
-13410,288.8
-13400,288.2
-13390,287.8
-13380,287.6
-13370,287.5
-13360,287.6
-13350,287.7
-13340,287.9
-13330,288.1
-13320,288.2
-13310,288.3
-13300,288.3
-13290,288.2
-13280,288
-13270,287.7
-13260,287.3
-13250,286.9
-13240,286.4
-13230,285.9
-13220,285.5
-13210,285.3
-13200,285.1
-13190,285
-13180,285
-13170,285.1
-13160,285.1
-13150,285.1
-13140,284.8
-13130,284.4
-13120,283.8
-13110,283.1
-13100,282.4
-13090,281.6
-13080,280.8
-13070,280.2
-13060,279.8
-13050,279.6
-13045,279.5
-13040,279.6
-13035,279.6
-13030,279.7
-13025,279.8
-13020,279.9
-13015,280
-13010,280.1
-13005,280.2
-13000,280.2
-12995,280.1
-12990,280.1
-12985,280
-12980,279.8
-12975,279.6
-12970,279.3
-12965,279
-12960,278.6
-12955,278.1
-12950,277.6
-12945,277.1
-12940,276.6
-12935,276.1
-12930,275.6
-12925,275.1
-12920,274.7
-12915,274.3
-12910,274
-12905,273.7
-12900,273.6
-12895,273.6
-12890,273.6
-12885,273.8
-12880,274.1
-12875,274.5
-12870,275
-12865,275.5
-12860,276.1
-12855,276.8
-12850,277.4
-12845,278
-12840,278.6
-12835,279.2
-12830,279.5
-12825,279.8
-12820,279.8
-12815,279.6
-12810,279.2
-12805,278.4
-12800,277.4
-12795,276.1
-12790,274.5
-12785,272.6
-12780,270.6
-12775,268.4
-12770,266.2
-12765,263.9
-12760,261.6
-12755,259.4
-12750,257.3
-12745,255.4
-12740,253.5
-12735,251.8
-12730,250.3
-12725,249
-12720,247.8
-12715,246.7
-12710,245.8
-12705,245
-12700,244.2
-12695,243.6
-12690,243
-12685,242.4
-12680,241.8
-12675,241.3
-12670,240.8
-12665,240.3
-12660,239.8
-12655,239.3
-12650,238.9
-12645,238.4
-12640,237.9
-12635,237.5
-12630,237.1
-12625,236.6
-12620,236.2
-12615,235.8
-12610,235.5
-12605,235.1
-12600,234.7
-12595,234.3
-12590,234
-12585,233.6
-12580,233.2
-12575,232.9
-12570,232.5
-12565,232.1
-12560,231.6
-12555,231.2
-12550,230.8
-12545,230.4
-12540,229.9
-12535,229.5
-12530,229
-12525,228.6
-12520,228.1
-12515,227.6
-12510,227.1
-12505,226.6
-12500,226.1
-12495,225.6
-12490,225.1
-12485,224.5
-12480,223.9
-12475,223.3
-12470,222.7
-12465,222
-12460,221.4
-12455,220.6
-12450,219.9
-12445,219.1
-12440,218.3
-12435,217.5
-12430,216.7
-12425,215.9
-12420,215.2
-12415,214.5
-12410,213.9
-12405,213.4
-12400,213
-12395,212.7
-12390,212.5
-12385,212.5
-12380,212.5
-12375,212.6
-12370,212.8
-12365,213
-12360,213.1
-12355,213.2
-12350,213.3
-12345,213.2
-12340,213
-12335,212.7
-12330,212.3
-12325,211.8
-12320,211.2
-12315,210.6
-12310,210.1
-12305,209.4
-12300,208.9
-12295,208.3
-12290,207.9
-12285,207.4
-12280,207
-12275,206.5
-12270,206.1
-12265,205.7
-12260,205.3
-12255,205
-12250,204.7
-12245,204.5
-12240,204.3
-12235,204.2
-12230,204.1
-12225,204
-12220,203.9
-12215,203.9
-12210,203.8
-12205,203.7
-12200,203.6
-12195,203.3
-12190,203
-12185,202.6
-12180,202
-12175,201.5
-12170,201.1
-12165,200.9
-12160,200.9
-12155,201
-12150,201.2
-12145,201.6
-12140,202.1
-12135,202.7
-12130,203.4
-12125,204.1
-12120,204.9
-12115,205.8
-12110,206.7
-12105,207.7
-12100,208.7
-12095,209.6
-12090,210.6
-12085,211.5
-12080,212.4
-12075,213.3
-12070,214.1
-12065,214.8
-12060,215.5
-12055,216
-12050,216.5
-12045,216.8
-12040,217
-12035,217.1
-12030,217
-12025,216.7
-12020,216.2
-12015,215.6
-12010,214.7
-12005,213.7
-12000,212.4
-11995,210.8
-11990,209.1
-11985,207.2
-11980,205.3
-11975,203.4
-11970,201.5
-11965,199.9
-11960,198.4
-11955,197.2
-11950,196.3
-11945,195.6
-11940,195.2
-11935,195.1
-11930,195.2
-11925,195.5
-11920,196
-11915,196.4
-11910,196.8
-11905,196.9
-11900,196.9
-11895,196.6
-11890,195.9
-11885,194.7
-11880,193.4
-11875,192.1
-11870,191.1
-11865,190.8
-11860,191.3
-11855,192.9
-11850,195.6
-11845,199.4
-11840,202.6
-11835,204.5
-11830,204.9
-11825,204.5
-11820,204
-11815,204.7
-11810,206.3
-11805,207.6
-11800,208.2
-11795,208.6
-11790,209.4
-11785,210.4
-11780,211
-11775,210.8
-11770,209.7
-11765,208
-11760,205.9
-11755,203.8
-11750,202.1
-11745,201
-11740,200.3
-11735,199.5
-11730,198.2
-11725,196.9
-11720,196
-11715,195.9
-11710,196.4
-11705,197.1
-11700,197.8
-11695,198
-11690,197.4
-11685,195.7
-11680,193.1
-11675,190.4
-11670,188.8
-11665,189.2
-11660,191.1
-11655,193.8
-11650,196.8
-11645,199.4
-11640,201.4
-11635,202.9
-11630,204.6
-11625,206.8
-11620,208.7
-11615,208.8
-11610,207
-11605,204
-11600,200.2
-11595,196.2
-11590,192.7
-11585,190.6
-11580,190.1
-11575,191
-11570,192.5
-11565,194.3
-11560,196.2
-11555,197.9
-11550,199.5
-11545,200.9
-11540,202.1
-11535,202.9
-11530,203.3
-11525,203.2
-11520,203.1
-11515,203.6
-11510,204.6
-11505,205.8
-11500,206.8
-11495,207.2
-11490,207.2
-11485,207
-11480,206.7
-11475,206.4
-11470,206.1
-11465,206
-11460,206.2
-11455,206.4
-11450,206.4
-11445,206.1
-11440,205.2
-11435,204
-11430,202.6
-11425,201.4
-11420,200.5
-11415,200
-11410,199.8
-11405,200
-11400,200.5
-11395,201.1
-11390,201.6
-11385,201.8
-11380,201.6
-11375,201.6
-11370,202.1
-11365,203.4
-11360,205.2
-11355,207.2
-11350,209
-11345,210.4
-11340,211.2
-11335,211.1
-11330,210.1
-11325,208.5
-11320,206.6
-11315,204.9
-11310,203.7
-11305,203.1
-11300,203.1
-11295,203.8
-11290,205
-11285,206.6
-11280,207.9
-11275,208.4
-11270,207.9
-11265,206.5
-11260,204.6
-11255,202.7
-11250,200.9
-11245,199.8
-11240,199.5
-11235,200.2
-11230,201.6
-11225,203.5
-11220,205.7
-11215,208.2
-11210,210.8
-11205,212.6
-11200,213
-11195,211.8
-11190,209.5
-11185,207.1
-11180,205.5
-11175,205.3
-11170,206.6
-11165,208.3
-11160,209.2
-11155,209.6
-11150,211.2
-11145,214.8
-11140,218.7
-11135,220.9
-11130,221.8
-11125,223
-11120,224.2
-11115,224.9
-11110,224.9
-11105,224.8
-11100,224.6
-11095,223.9
-11090,222.9
-11085,222.1
-11080,221.3
-11075,219.8
-11070,218.2
-11065,217
-11060,216.5
-11055,216.6
-11050,216.6
-11045,216.6
-11040,216.5
-11035,216
-11030,215.2
-11025,214.3
-11020,213.8
-11015,213.6
-11010,213.5
-11005,213.2
-11000,212.3
-10995,210.9
-10990,209.5
-10985,208.6
-10980,208.5
-10975,208.9
-10970,209.4
-10965,209.5
-10960,209.5
-10955,209.9
-10950,210.6
-10945,211.2
-10940,211.8
-10935,212.4
-10930,212.9
-10925,212.8
-10920,211.8
-10915,209.8
-10910,207.4
-10905,205.6
-10900,204.9
-10895,205.7
-10890,207.2
-10885,209
-10880,210.9
-10875,212.1
-10870,212.6
-10865,212.3
-10860,211.7
-10855,211
-10850,209.7
-10845,208.4
-10840,207.5
-10835,206.9
-10830,206.3
-10825,205.6
-10820,205.3
-10815,206.5
-10810,209.4
-10805,212.6
-10800,215.3
-10795,217.6
-10790,219.8
-10785,222.1
-10780,224.6
-10775,227.7
-10770,230.2
-10765,231.2
-10760,231.6
-10755,232.6
-10750,233.3
-10745,233.4
-10740,233.6
-10735,234.4
-10730,235.6
-10725,236.7
-10720,237.6
-10715,238.1
-10710,238.1
-10705,237.5
-10700,236.7
-10695,235.5
-10690,233.5
-10685,231.5
-10680,230.6
-10675,231.3
-10670,233.7
-10665,236.7
-10660,239.3
-10655,240.9
-10650,241.2
-10645,241.1
-10640,241.8
-10635,243
-10630,243.6
-10625,243
-10620,242.2
-10615,241.5
-10610,240.7
-10605,239.8
-10600,238.1
-10595,235.1
-10590,231.5
-10585,228.2
-10580,225.2
-10575,223.1
-10570,221.7
-10565,220.9
-10560,220.5
-10555,220.4
-10550,221.2
-10545,223.2
-10540,225.4
-10535,227.5
-10530,230
-10525,232.6
-10520,234.8
-10515,236.4
-10510,237.5
-10505,238.2
-10500,238.3
-10495,238.1
-10490,237.6
-10485,237.5
-10480,238.1
-10475,239.1
-10470,239.9
-10465,239.8
-10460,238.7
-10455,237.1
-10450,234.8
-10445,232.3
-10440,230.2
-10435,229.2
-10430,228.7
-10425,228.3
-10420,228.1
-10415,227.9
-10410,227
-10405,224.9
-10400,221.6
-10395,218.1
-10390,215.4
-10385,214.9
-10380,217
-10375,220.1
-10370,221.9
-10365,221.8
-10360,219.9
-10355,217.1
-10350,214.2
-10345,211.6
-10340,209.1
-10335,207.6
-10330,207.2
-10325,208.2
-10320,209.9
-10315,210.7
-10310,209.6
-10305,209.5
-10300,210.9
-10295,211.6
-10290,209.9
-10285,207.7
-10280,205.3
-10275,202.9
-10270,200.6
-10265,197.9
-10260,197.1
-10255,197.8
-10250,197.8
-10245,199.3
-10240,201
-10235,200.2
-10230,198.8
-10225,199
-10220,199.6
-10215,200.2
-10210,200.1
-10205,198.6
-10200,197.1
-10195,196.6
-10190,196.6
-10185,196.2
-10180,195.1
-10175,194.4
-10170,192.8
-10165,190.6
-10160,188.7
-10155,189.3
-10150,191.8
-10145,193.4
-10140,193.4
-10135,191.5
-10130,189.9
-10125,189.7
-10120,189
-10115,187.7
-10110,187.3
-10105,187.9
-10100,187.2
-10095,187.1
-10090,187.9
-10085,188.1
-10080,187.1
-10075,185.6
-10070,185
-10065,184.1
-10060,182.7
-10055,182.3
-10050,183.6
-10045,184.6
-10040,184.8
-10035,184
-10030,182.2
-10025,181.8
-10020,182.4
-10015,182.9
-10010,182.1
-10005,180.6
-10000,180.2
-9995,181.1
-9990,183.1
-9985,185.4
-9980,187
-9975,187.5
-9970,186.9
-9965,185.8
-9960,184.5
-9955,183.2
-9950,181.7
-9945,180.1
-9940,179.3
-9935,179.8
-9930,180.7
-9925,181.1
-9920,181
-9915,180.4
-9910,179.4
-9905,178.3
-9900,177.2
-9895,176.2
-9890,175.5
-9885,175.3
-9880,175.8
-9875,176.9
-9870,178.4
-9865,180.1
-9860,181.5
-9855,182.5
-9850,182.6
-9845,181.7
-9840,180.2
-9835,178.4
-9830,176.5
-9825,174.9
-9820,173.8
-9815,173.5
-9810,173.7
-9805,174.4
-9800,175.2
-9795,176
-9790,176.7
-9785,176.9
-9780,176.7
-9775,176.1
-9770,175.4
-9765,174.6
-9760,173.8
-9755,173.3
-9750,173.2
-9745,173.6
-9740,174.6
-9735,175.7
-9730,176.1
-9725,174.9
-9720,172
-9715,168.5
-9710,165.8
-9705,165.2
-9700,166.2
-9695,167.4
-9690,167.8
-9685,167.2
-9680,166.3
-9675,165.6
-9670,165.5
-9665,166
-9660,167
-9655,168
-9650,168.9
-9645,169.2
-9640,168.7
-9635,167.5
-9630,165.9
-9625,164.4
-9620,163.3
-9615,162.9
-9610,162.3
-9605,161.1
-9600,159.8
-9595,158.7
-9590,158.2
-9585,157.7
-9580,156.5
-9575,154.3
-9570,152
-9565,150.6
-9560,150.7
-9555,151.8
-9550,153.1
-9545,153.7
-9540,153.5
-9535,152.7
-9530,151.9
-9525,151.3
-9520,151
-9515,150.9
-9510,150.8
-9505,150.1
-9500,148.9
-9495,147.3
-9490,146
-9485,144.9
-9480,143.6
-9475,141.8
-9470,139.9
-9465,138.6
-9460,138.7
-9455,140.4
-9450,143.1
-9445,146.1
-9440,148.5
-9435,149.2
-9430,147.7
-9425,145
-9420,142.2
-9415,140.5
-9410,139.8
-9405,139.8
-9400,140.2
-9395,140.6
-9390,140.8
-9385,140.6
-9380,140.1
-9375,140
-9370,140.3
-9365,140.6
-9360,140.6
-9355,140.1
-9350,139.4
-9345,138.5
-9340,137.6
-9335,136.9
-9330,136.4
-9325,136.5
-9320,137.6
-9315,139
-9310,140
-9305,140.4
-9300,141
-9295,142.5
-9290,144.6
-9285,146.4
-9280,147.2
-9275,147.3
-9270,147.2
-9265,147.3
-9260,147.7
-9255,148.6
-9250,150.1
-9245,151.8
-9240,153.3
-9235,154
-9230,154.8
-9225,156.1
-9220,157.4
-9215,157.9
-9210,157.8
-9205,157.5
-9200,157.1
-9195,157
-9190,156.8
-9185,156.3
-9180,155.5
-9175,154.5
-9170,153.5
-9165,152.9
-9160,152.8
-9155,153.2
-9150,153.7
-9145,154
-9140,153.7
-9135,153.2
-9130,153
-9125,153.6
-9120,155.9
-9115,159
-9110,161.1
-9105,161.4
-9100,160.5
-9095,159.1
-9090,157.8
-9085,156
-9080,153.6
-9075,151.4
-9070,149.7
-9065,148.8
-9060,148.9
-9055,149.9
-9050,151.4
-9045,152.8
-9040,153.8
-9035,153.8
-9030,152.5
-9025,150.2
-9020,147.4
-9015,144.8
-9010,142.7
-9005,141.2
-9000,139.5
-8995,137.3
-8990,135.6
-8985,135
-8980,134.1
-8975,132.5
-8970,130.9
-8965,129.6
-8960,128.6
-8955,127.8
-8950,127.3
-8945,127.1
-8940,126.9
-8935,126.6
-8930,126.7
-8925,127.7
-8920,129.2
-8915,130.3
-8910,130.2
-8905,129
-8900,127.2
-8895,125.4
-8890,123.9
-8885,122.7
-8880,122
-8875,121.6
-8870,121.3
-8865,121.1
-8860,121
-8855,120.9
-8850,120.9
-8845,121
-8840,121.3
-8835,121.6
-8830,122
-8825,122.3
-8820,122.6
-8815,122.9
-8810,123
-8805,123.2
-8800,123.2
-8795,123.2
-8790,123.2
-8785,123.2
-8780,123.1
-8775,122.9
-8770,122.8
-8765,122.7
-8760,122.7
-8755,122.9
-8750,123.3
-8745,124
-8740,124.7
-8735,125.1
-8730,124.9
-8725,124.3
-8720,123.5
-8715,122.8
-8710,122.7
-8705,123.4
-8700,124.8
-8695,126.2
-8690,126.6
-8685,125.6
-8680,123.7
-8675,121.6
-8670,119.4
-8665,117.3
-8660,115.9
-8655,115.8
-8650,116.1
-8645,116.2
-8640,116.5
-8635,117.2
-8630,118.8
-8625,120.6
-8620,122.2
-8615,123
-8610,123.5
-8605,123.8
-8600,123.7
-8595,123.1
-8590,121.7
-8585,119.9
-8580,118.3
-8575,117.4
-8570,117.1
-8565,117.4
-8560,118.3
-8555,119.5
-8550,120.9
-8545,122.2
-8540,123.6
-8535,124.9
-8530,125.8
-8525,126
-8520,124.9
-8515,122.3
-8510,119.2
-8505,116.4
-8500,114.6
-8495,113.9
-8490,114.5
-8485,115.5
-8480,116.1
-8475,116.2
-8470,116
-8465,116
-8460,116.3
-8455,116.8
-8450,116.7
-8445,115.9
-8440,115
-8435,114.3
-8430,114.1
-8425,114.2
-8420,114.5
-8415,114.5
-8410,114.1
-8405,112.7
-8400,111.1
-8395,110
-8390,110.3
-8385,111.4
-8380,111.7
-8375,110.3
-8370,108.1
-8365,106.1
-8360,105.1
-8355,105
-8350,105.5
-8345,106.1
-8340,106.5
-8335,106.7
-8330,106.5
-8325,106.1
-8320,105.5
-8315,104.8
-8310,104.3
-8305,104.5
-8300,106.1
-8295,109
-8290,111.8
-8285,114.1
-8280,116.1
-8275,117.9
-8270,118.7
-8265,118.4
-8260,117.9
-8255,117.9
-8250,118.6
-8245,119.7
-8240,120.8
-8235,121.9
-8230,123.1
-8225,124.4
-8220,125
-8215,124.9
-8210,124.6
-8205,124.9
-8200,126
-8195,126.6
-8190,126.1
-8185,125.2
-8180,124.7
-8175,124.6
-8170,125.1
-8165,126.1
-8160,127.3
-8155,127.9
-8150,127.3
-8145,125.8
-8140,124.6
-8135,123.9
-8130,123.3
-8125,122.4
-8120,120.9
-8115,118.3
-8110,115.1
-8105,112.4
-8100,111.5
-8095,112.3
-8090,113.5
-8085,113.9
-8080,113.4
-8075,111.7
-8070,109.8
-8065,108.9
-8060,110.2
-8055,111.2
-8050,111
-8045,109.7
-8040,107.4
-8035,104.4
-8030,101.5
-8025,99.8
-8020,100
-8015,101.7
-8010,103.4
-8005,104.3
-8000,104.1
-7995,103.2
-7990,101.9
-7985,100.7
-7980,99.8
-7975,99.2
-7970,98.9
-7965,99.2
-7960,99.9
-7955,101.1
-7950,102.5
-7945,104
-7940,105.4
-7935,106.5
-7930,107
-7925,106.7
-7920,105.5
-7915,104.2
-7910,103.1
-7905,102.2
-7900,101.3
-7895,100.1
-7890,98.6
-7885,97.3
-7880,96.3
-7875,95.8
-7870,95.5
-7865,95.2
-7860,94.8
-7855,94.3
-7850,93.6
-7845,93
-7840,92.4
-7835,92.1
-7830,92
-7825,92
-7820,92.1
-7815,92.1
-7810,91.9
-7805,91.5
-7800,91
-7795,90.5
-7790,90
-7785,89.5
-7780,89
-7775,88.5
-7770,88.1
-7765,87.7
-7760,87.4
-7755,87.2
-7750,87.2
-7745,87.5
-7740,88.3
-7735,89.2
-7730,89.9
-7725,90
-7720,89.4
-7715,88.9
-7710,88.9
-7705,89.2
-7700,88.8
-7695,87.5
-7690,85.9
-7685,84.9
-7680,84.5
-7675,84.6
-7670,84.1
-7665,83
-7660,82.2
-7655,82.2
-7650,82.6
-7645,82.9
-7640,82.7
-7635,82.2
